action,actor,industry,year
Error,Internal,Public ,2008
Misuse,External + Internal,Professional ,2017
Malware + Hacking + Social,External,Public ,2013
Hacking,External,Unknown,2013
Misuse,Internal,Accomodation ,2014
Error,Internal,Unknown,2015
Misuse,Internal,Public ,2005
Social + Physical,External,Finance ,2016
Error,Internal,Healthcare ,2015
Error,Internal + Unknown,Retail ,2015
Physical,External,Healthcare ,2010
Hacking,External,Healthcare ,2016
Physical + Error,External + Internal,Healthcare ,2017
Physical,External,Public ,2012
Error,Partner,Healthcare ,2017
Error,Internal,Educational ,2014
Error,Internal,Healthcare ,2015
Error,Internal,Administrative ,2015
Hacking,External,Information ,2015
Error,Internal,Healthcare ,2015
Error,Internal,Entertainment ,2012
Physical,External,Finance ,2009
Physical,External,Healthcare ,2010
Physical,External,Public ,2015
Physical,External,Finance ,2011
Error,Internal,Public ,2012
Hacking,External,Information ,2012
Physical + Misuse + Error,External,Healthcare ,2016
Misuse,External,Public ,2015
Hacking,External,Retail ,2013
Hacking,External,Entertainment ,2016
Physical,External,Healthcare ,2013
Misuse,Internal,Public ,2011
Physical,External,Finance ,2016
Physical,External,Healthcare ,2014
Hacking,External,Administrative ,2011
Malware + Hacking,External,Accomodation ,2012
Hacking,External,Information ,2014
Misuse,Internal,Healthcare ,2014
Error,External + Internal,Healthcare ,2014
Physical,Internal,Transportation ,2012
Misuse,Internal,Manufacturing ,2013
Misuse,Internal,Accomodation ,2008
Hacking,External,Information ,2014
Physical,External,Real Estate ,2008
Unknown,Internal,Public ,2013
Physical,External,Healthcare ,2014
Malware + Hacking,External,Retail ,2017
Error,Internal,Retail ,2012
Hacking,External,Public ,2015
Physical,External,Retail ,2012
Error,Internal,Healthcare ,2014
Error,Internal,Public ,2012
Social + Misuse,Internal,Construction ,2012
Misuse,Internal,Healthcare ,2017
Hacking,Internal,Healthcare ,1994
Hacking,External,Professional ,2014
Hacking,External,Transportation ,2006
Hacking,External,Public ,2014
Misuse,Internal,Finance ,2016
Hacking,External,Healthcare ,2016
Malware + Social,External,Information ,2017
Error,Internal,Public ,2014
Hacking,External,Healthcare ,2016
Malware + Hacking + Social,External,Professional ,2012
Error,Internal,Public ,2012
Malware + Hacking,External,Accomodation ,2012
Hacking,External,Professional ,2015
Physical,External,Healthcare ,2011
Misuse,Internal,Healthcare ,2017
Error,Internal,Public ,2012
Unknown,External,Information ,2014
Hacking,External,Retail ,2012
Error,Internal,Public ,2011
Hacking,External,Information ,2016
Misuse,Internal,Healthcare ,2012
Malware,External,Public ,2013
Hacking,External,Information ,2012
Error,Internal,Public ,2012
Hacking,External,Professional ,2014
Malware + Hacking,External,Finance ,2007
Malware + Hacking,External,Accomodation ,2013
Unknown,Internal,Healthcare ,2013
Hacking,External,Unknown,2013
Error,Internal,Finance ,2010
Hacking,External,Public ,2016
Hacking,External,Public ,2013
Hacking + Physical,External,Healthcare ,2011
Misuse + Error,External + Internal,Professional ,2016
Error,Internal,Information ,2013
Error,Internal,Public ,2013
Error,Internal,Information ,2013
Error,Internal,Finance ,2009
Misuse,Internal,Healthcare ,2015
Misuse,Internal,Healthcare ,2015
Physical,External,Healthcare ,2012
Misuse,Internal,Public ,2012
Error,Internal,Healthcare ,2015
Hacking,External,Retail ,2012
Malware + Hacking + Social,External,Public ,2012
Hacking,External,Information ,2013
Misuse,Internal,Administrative ,2015
Hacking,External,Manufacturing ,2013
Misuse,Internal,Educational ,2012
Misuse,Internal,Finance ,2008
Social + Misuse,Internal + Partner,Educational ,2017
Hacking,External,Manufacturing ,2012
Hacking + Social,External,Administrative ,2012
Hacking,External,Professional ,2012
Hacking,External,Healthcare ,2014
Error,Internal,Healthcare ,2015
Error,Internal,Healthcare ,2017
Error,Internal,Public ,2013
Misuse,External + Internal,Healthcare ,2011
Physical,External,Unknown,2014
Misuse,Internal,Public ,2007
Error,Internal,Public ,2015
Misuse,Internal,Public ,2010
Error,Internal,Information ,2017
Hacking,Unknown,Information ,2013
Misuse + Error,Internal,Healthcare ,2016
Error,Internal,Healthcare ,2015
Physical,External,Healthcare ,2013
Misuse,Partner,Manufacturing ,2009
Hacking,External,Information ,2016
Error,Internal,Other Services ,2015
Hacking,External,Information ,2016
Physical,External,Healthcare ,2013
Malware + Hacking + Social,External,Public ,2013
Misuse,Internal,Other Services ,2013
Error,Internal,Finance ,2013
Malware + Hacking + Social,External,Public ,2012
Hacking,External,Information ,2013
Error,Internal,Public ,2011
Physical,External,Finance ,2015
Error,External + Internal + Partner,Healthcare ,2016
Malware,External,Professional ,2011
Misuse,Internal,Healthcare ,2012
Physical,External,Healthcare ,2013
Social,External + Partner,Healthcare ,2012
Error,Internal,Finance ,2010
Malware,External,Healthcare ,2017
Hacking,External,Healthcare ,2016
Misuse,Internal,Healthcare ,2012
Physical,External,Healthcare ,2010
Hacking,External,Public ,2016
Hacking,External,Other Services ,2012
Physical,External,Educational ,2014
Error,Internal,Public ,2011
Malware + Hacking,External,Utilities ,2015
Misuse,Internal,Healthcare ,2012
Misuse,Internal,Healthcare ,2014
Misuse,Internal,Public ,2010
Error,Internal,Public ,2010
Error,Internal,Finance ,2008
Physical,External,Finance ,2014
Hacking,External,Public ,2014
Error,Internal,Educational ,2013
Error,Internal,Finance ,2016
Hacking,External,Professional ,2012
Hacking,External,Healthcare ,2013
Misuse,Internal,Administrative ,2011
Error,Internal,Public ,2007
Error,Internal,Healthcare ,2015
Malware + Hacking,External,Retail ,2013
Error,Partner,Educational ,2013
Malware + Hacking,External,Professional ,2012
Misuse,External,Other Services ,2013
Error,Internal,Finance ,2009
Unknown,Unknown,Educational ,2015
Physical,External,Healthcare ,2015
Error,Internal,Healthcare ,2014
Hacking,External,Healthcare ,2011
Error,Internal,Public ,2014
Hacking + Social,External,Finance ,2014
Error,Internal,Public ,2011
Malware,External,Healthcare ,2012
Physical,External,Healthcare ,2012
Physical,External,Healthcare ,2013
Physical,External,Educational ,2015
Hacking,External,Healthcare ,2016
Error,Internal,Public ,2015
Misuse,Internal,Healthcare ,2013
Hacking + Social + Physical + Misuse,External,Information ,2015
Error,Internal,Public ,2012
Physical,External,Healthcare ,2016
Malware + Social,External,Healthcare ,2015
Hacking,External,Professional ,2012
Error,Internal,Public ,2013
Hacking,External,Public ,2014
Error,Internal,Professional ,2015
Error,Internal,Educational ,2014
Hacking,External,Public ,2013
Hacking,External,Information ,2014
Malware + Hacking,External,Manufacturing ,2012
Error,Internal,Professional ,2013
Malware,External,Public ,2017
Error,Internal,Public ,2011
Hacking,External,Public ,2013
Hacking,External,Healthcare ,2014
Unknown,Unknown,Retail ,2012
Hacking,External,Finance ,2014
Hacking,External,Retail ,2012
Physical,Internal,Accomodation ,2013
Misuse,Internal,Healthcare ,2013
Malware + Hacking + Social,External,Finance ,2013
Physical,External,Finance ,2014
Misuse,Internal,Public ,2013
Error,Internal,Public ,2013
Error,Internal,Public ,2017
Unknown,Internal,Educational ,2012
Hacking,External,Finance ,2012
Misuse,Partner,Retail ,2011
Hacking,External,Information ,2012
Error,Internal,Public ,2012
Physical,Internal,Public ,2015
Error,Internal,Public ,2015
Error,Internal,Public ,2010
Hacking,External,Healthcare ,2013
Error,Internal,Healthcare ,2017
Error,Partner,Healthcare ,2012
Hacking,External,Information ,2016
Misuse,Internal,Healthcare ,2014
Misuse,Internal,Healthcare ,2013
Hacking,External,Healthcare ,2012
Hacking,External,Educational ,2013
Hacking,External,Healthcare ,2011
Unknown,Unknown,Healthcare ,2012
Unknown,External,Finance ,2013
Misuse,Internal,Healthcare ,2015
Physical,External,Retail ,2013
Hacking,External,Information ,2013
Error,Internal,Healthcare ,2015
Malware + Hacking,External,Administrative ,2013
Error,Partner,Finance ,2005
Hacking,External,Retail ,2015
Hacking,External,Unknown,2014
Hacking + Social,External,Information ,2016
Malware + Hacking,External,Retail ,2012
Misuse,Internal,Healthcare ,2012
Error,Internal,Healthcare ,2011
Malware + Hacking + Social + Unknown,External,Healthcare ,2016
Error,Partner,Public ,2009
Hacking,External,Agriculture ,2013
Misuse,Internal,Public ,2011
Hacking,External,Healthcare ,2014
Misuse,Internal,Healthcare ,2010
Unknown,External,Public ,2007
Misuse,Internal,Administrative ,2012
Unknown,Unknown,Information ,2013
Error,Internal,Retail ,2015
Misuse,Internal,Public ,2016
Misuse,Internal,Accomodation ,2012
Error,Partner,Healthcare ,2010
Malware,External,Healthcare ,2016
Hacking,Partner,Healthcare ,2013
Physical,External,Healthcare ,2014
Malware + Hacking + Social,External,Public ,2012
Physical,External,Healthcare ,2013
Malware + Hacking,External,Healthcare ,2014
Physical,External,Finance ,2015
Error,Internal,Healthcare ,2012
Hacking,External,Healthcare ,2016
Physical,External,Unknown,2015
Error,Internal,Public ,2013
Misuse,Internal,Accomodation ,2013
Physical,External,Healthcare ,2012
Error,Internal,Unknown,2015
Error,Internal,Public ,2017
Error,Internal,Finance ,2012
Malware + Hacking + Social,External,Manufacturing ,2009
Hacking,External,Information ,2013
Hacking,External,Manufacturing ,2012
Error,Internal,Other Services ,2013
Misuse,Internal,Healthcare ,2012
Malware + Hacking,External,Accomodation ,2016
Hacking,External,Finance ,2014
Error,Internal,Professional ,2016
Misuse,Internal,Healthcare ,2014
Physical,External,Finance ,2016
Malware + Hacking,External,Public ,2013
Physical,External,Healthcare ,2013
Hacking,External,Manufacturing ,2012
Hacking,External,Information ,2012
Error,Internal,Healthcare ,2010
Physical,Internal,Healthcare ,2017
Hacking,External,Unknown,2013
Misuse,Internal,Public ,2011
Misuse,Partner,Unknown,2013
Physical,External,Finance ,2012
Malware + Hacking + Social,External,Information ,2010
Hacking,External,Educational ,2015
Error,Partner,Healthcare ,2014
Misuse,Internal,Public ,2010
Malware + Hacking + Social,External,Information ,2010
Physical,External,Healthcare ,2016
Error,Internal,Public ,2017
Error,Internal,Finance ,2014
Malware + Social,External,Public ,2016
Error,Partner,Public ,2012
Hacking,External,Entertainment ,2014
Hacking,External,Public ,2013
Physical,External,Educational ,2015
Misuse,Internal,Finance ,2012
Error,Unknown,Public ,2012
Unknown,External,Educational ,2013
Misuse,Internal,Retail ,2009
Error,Internal,Public ,2012
Physical,External,Healthcare ,2013
Hacking + Error,External,Information ,2014
Misuse,Internal,Healthcare ,2008
Misuse,Internal,Finance ,2005
Physical,External,Healthcare ,2012
Social + Misuse,External + Internal,Public ,2013
Hacking,External,Unknown,2014
Hacking,External,Public ,2012
Error,Internal,Information ,2014
Misuse,External + Partner,Public ,2015
Physical,External,Public ,2014
Misuse,Internal,Public ,2009
Misuse,Internal,Healthcare ,2015
Hacking + Social + Physical,External + Partner,Other Services ,2016
Misuse,Internal,Healthcare ,2015
Physical,Unknown,Healthcare ,2013
Error,Internal,Public ,2014
Hacking,External,Information ,2017
Hacking,External,Public ,2015
Error,Internal,Public ,2015
Hacking,External,Unknown,2013
Physical,External,Healthcare ,2013
Error,Internal,Real Estate ,2013
Error,Internal,Healthcare ,2013
Error,Internal,Public ,2012
Error,Internal,Healthcare ,2017
Misuse,Internal,Healthcare ,2013
Hacking + Misuse,External,Other Services ,2016
Malware + Hacking,External,Finance ,2015
Physical,External,Healthcare ,2010
Physical,External,Retail ,2013
Social,External,Healthcare ,2016
Unknown,Internal + Unknown,Public ,2010
Physical,External,Healthcare ,2014
Hacking,External,Public ,2012
Malware,External,Entertainment ,2013
Hacking,External,Information ,2014
Malware + Hacking + Physical,External,Finance ,2016
Hacking,External,Unknown,2015
Error,Internal,Public ,2010
Physical,External,Finance ,2014
Malware,External,Professional ,2015
Misuse,Internal,Healthcare ,2010
Error,Internal,Finance ,2013
Physical,External,Healthcare ,2014
Physical,Unknown,Unknown,2014
Error,Internal,Public ,2012
Physical,External,Professional ,2012
Social + Error,External,Public ,2015
Physical,External,Retail ,2016
Physical,External,Healthcare ,2012
Error,Internal,Other Services ,2014
Misuse + Error,Partner,Healthcare ,2014
Error,Internal,Public ,2016
Misuse,Internal,Public ,2015
Social,External,Healthcare ,2014
Hacking + Social,External,Educational ,2017
Physical,External,Unknown,2013
Error,Internal,Public ,2011
Misuse,Internal,Healthcare ,2008
Misuse,Internal,Healthcare ,2015
Misuse,External,Information ,2012
Hacking,External,Retail ,2015
Social + Misuse,External + Internal,Public ,2014
Unknown,Unknown,Healthcare ,2011
Error,Internal,Public ,2010
Error,Partner,Healthcare ,2014
Unknown,External,Healthcare ,2014
Malware + Hacking,External,Retail ,2015
Physical,External,Healthcare ,2015
Malware + Hacking + Social,External,Utilities ,2012
Error,Internal,Public ,2010
Error,Internal,Finance ,2013
Hacking,External,Information ,2013
Error,Internal,Professional ,2015
Error,Internal,Public ,2012
Misuse,Internal,Healthcare ,2009
Hacking,External,Administrative ,2017
Misuse,Internal,Retail ,2010
Malware,External,Accomodation ,2016
Error,Internal,Information ,2013
Misuse,Internal,Public ,2011
Misuse,Internal,Public ,2010
Misuse,Internal,Healthcare ,2013
Physical,External,Healthcare ,2014
Error,Internal,Public ,2013
Misuse,Internal,Public ,2011
Malware + Hacking,External,Administrative ,2016
Error,Internal,Information ,2016
Misuse,Internal,Healthcare ,2015
Error,Internal,Management ,2013
Misuse,Internal,Healthcare ,2013
Hacking,External,Administrative ,2014
Hacking,External,Other Services ,2014
Error,Internal,Healthcare ,2001
Social + Misuse,External + Internal,Healthcare ,2011
Error,Internal,Healthcare ,2014
Error,Internal,Finance ,2013
Hacking,External,Healthcare ,2015
Error,Internal,Information ,2016
Unknown,Unknown,Retail ,2013
Misuse,Internal,Public ,2012
Error,Internal,Public ,2016
Physical,External,Educational ,2011
Error,Internal,Healthcare ,2013
Error,Internal,Public ,2012
Error,Internal,Educational ,2013
Error,Partner,Healthcare ,2009
Error,Internal,Public ,2012
Error,Internal,Public ,2013
Hacking,External,Finance ,2015
Physical,External,Finance ,2013
Social + Misuse,Internal,Healthcare ,2013
Physical,External,Healthcare ,2013
Misuse,External + Internal,Healthcare ,2014
Hacking,External,Information ,2012
Hacking,External,Entertainment ,2015
